City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
617,salina cruz,MX,16.1667,-95.2,80.53,78,68,13.62,broken clouds,0.0,0
618,mumford,GH,5.2618,-0.759,74.35,90,90,7.18,light rain,0.41,0
619,ekhabi,RU,53.5102,142.9671,75.9,54,57,10.92,broken clouds,0.0,0
620,oum hadjer,TD,13.2954,19.6966,83.34,55,100,8.7,overcast clouds,0.0,0
621,praya,CV,14.9215,-23.5087,75.74,78,75,13.8,broken clouds,0.0,0
622,korla,CN,41.7597,86.1469,92.66,15,0,3.42,clear sky,0.0,0
623,vicksburg,US,32.3526,-90.8779,80.33,86,0,9.22,clear sky,0.0,0
624,zeya,RU,53.75,127.2667,89.46,39,0,5.88,clear sky,0.0,0
625,shenjiamen,CN,29.9576,122.298,81.28,86,100,24.45,overcast clouds,0.0,0
626,havoysund,NO,70.9963,24.6622,50.23,84,93,10.67,overcast clouds,0.0,0
627,ust-tsilma,RU,65.441,52.1498,70.77,53,11,6.6,light rain,0.11,0
628,biloela,AU,-24.4167,150.5,53.67,76,100,6.29,overcast clouds,0.0,0
629,praia,CV,14.9215,-23.5087,75.74,78,75,13.8,broken clouds,0.0,0
630,huarmey,PE,-10.0681,-78.1522,62.29,85,49,8.41,scattered clouds,0.0,0
631,borogontsy,RU,62.6683,131.1683,87.26,39,27,4.81,scattered clouds,0.0,0
632,katangli,RU,51.7102,143.2326,65.1,65,12,10.94,few clouds,0.0,0
633,troitskoye,RU,52.9821,84.6757,70.9,52,75,6.2,broken clouds,0.0,0
634,langfang,CN,39.5097,116.6947,93.34,49,7,3.53,clear sky,0.0,0
635,skibbereen,IE,51.55,-9.2667,57.11,95,41,7.45,scattered clouds,0.0,0
636,roald,NO,62.5833,6.1333,56.75,87,100,2.3,light rain,0.12,0
637,kihei,US,20.785,-156.4656,80.62,76,40,25.32,light rain,0.12,0
638,aksarka,RU,66.5606,67.7975,54.07,77,100,10.4,overcast clouds,0.0,0
639,flin flon,CA,54.7682,-101.865,58.86,54,94,5.37,overcast clouds,0.0,0
640,porto novo,BJ,6.4965,2.6036,74.53,92,100,7.54,moderate rain,1.08,0
641,itamaraca,BR,-7.7478,-34.8256,78.85,84,32,14.25,scattered clouds,0.0,0
642,eisenach,DE,50.9833,10.3167,56.68,77,2,1.83,clear sky,0.0,0
643,balabac,PH,7.9868,117.0645,81.93,75,100,3.4,overcast clouds,0.0,0
644,cabra,ES,37.4725,-4.4421,71.65,42,9,0.76,clear sky,0.0,0
645,mahina,PF,-17.5065,-149.489,74.97,88,75,16.11,light rain,0.13,0
646,puerto madero,MX,14.7208,-92.4215,75.4,100,100,5.75,overcast clouds,0.0,0
647,nemuro,JP,43.3236,145.575,54.41,97,100,8.61,overcast clouds,0.0,0
648,mirnyy,RU,62.5353,113.9611,69.24,49,100,4.0,overcast clouds,0.0,0
649,slave lake,CA,55.2834,-114.769,58.98,94,100,4.61,overcast clouds,0.0,0
650,hanko,FI,59.8333,22.95,61.14,82,60,17.47,broken clouds,0.0,0
651,marawi,PH,7.9986,124.2928,78.55,75,95,1.79,overcast clouds,0.0,0
652,paraiso,CR,9.8383,-83.8656,65.41,98,100,0.92,light rain,0.22,0
653,marzuq,YE,14.4,46.4667,78.31,40,89,2.55,overcast clouds,0.0,0
654,ikalamavony,MG,-21.15,46.5833,54.07,91,14,4.99,few clouds,0.0,0
655,litovko,RU,49.2361,135.1742,78.06,74,79,4.9,broken clouds,0.0,0
656,ippy,CF,6.2679,21.2247,68.34,94,100,1.19,overcast clouds,0.0,0
657,aquiraz,BR,-3.9014,-38.3911,77.09,89,33,8.66,scattered clouds,0.0,0
658,rincon,US,32.296,-81.2354,83.86,88,75,4.61,broken clouds,0.0,0
659,birjand,IR,32.8663,59.2211,70.0,32,51,8.12,broken clouds,0.0,0
660,sao felix do xingu,BR,-6.6447,-51.995,70.65,66,0,1.36,clear sky,0.0,0
661,clinton,US,42.587,-82.9199,82.72,62,100,1.99,overcast clouds,0.0,0
662,kiomboi,TZ,-4.2667,34.3667,53.74,75,5,7.05,clear sky,0.0,0
663,conceicao do araguaia,BR,-8.2578,-49.2647,72.54,50,1,3.13,clear sky,0.0,0
664,ust-nera,RU,64.5667,143.2,85.08,37,97,12.41,overcast clouds,0.0,0
665,buala,SB,-8.145,159.5921,85.1,70,92,9.53,overcast clouds,0.0,0
666,coffs harbour,AU,-30.3,153.1333,60.13,94,75,12.66,light rain,0.62,0
667,high level,CA,58.5169,-117.136,67.26,47,0,3.09,clear sky,0.0,0
668,terekli-mekteb,RU,44.1671,45.8698,73.36,41,13,15.14,few clouds,0.0,0
669,santiago de cao,PE,-7.9589,-79.2392,60.93,88,12,6.91,mist,0.0,0
670,rock springs,US,41.5875,-109.2029,77.05,26,0,12.66,clear sky,0.0,0
671,mercedes,AR,-34.6515,-59.4307,49.86,96,1,6.2,clear sky,0.0,0
672,teya,RU,60.3778,92.6267,65.97,56,74,2.37,broken clouds,0.0,0
673,maniitsoq,GL,65.4167,-52.9,42.8,97,100,11.41,light rain,0.21,0
674,northam,GB,51.0333,-4.2167,54.61,91,81,8.14,broken clouds,0.0,0
675,bato,PH,13.3528,123.3677,84.92,75,87,1.32,light rain,0.67,0
676,teahupoo,PF,-17.8333,-149.2667,69.76,79,54,15.43,light rain,0.13,0
677,baniyas,SY,35.1819,35.9487,76.26,68,0,6.17,clear sky,0.0,0
678,waingapu,ID,-9.6567,120.2641,81.82,61,74,17.27,broken clouds,0.0,0
679,bontang,ID,0.1333,117.5,83.75,67,100,3.18,overcast clouds,0.0,0
680,iguguno,TZ,-4.5697,34.6275,56.07,77,6,10.49,clear sky,0.0,0
681,vangaindrano,MG,-23.35,47.6,66.11,90,96,2.59,light rain,0.17,0
682,impfondo,CG,1.6381,18.0667,69.8,90,96,2.93,overcast clouds,0.0,0
683,sur,OM,22.5667,59.5289,86.76,67,100,6.2,overcast clouds,0.0,0
684,geraldton,AU,-28.7667,114.6,59.41,51,100,14.97,overcast clouds,0.0,0
685,krasnoye-na-volge,RU,57.5125,41.2419,63.03,73,27,1.72,scattered clouds,0.0,0
